"index","centro_cod","cliente_cod","plan_mes","programa_tvt","pedido_prv_sol"
"3085","D155","7200024691",202001,"C",116.29
"3086","D155","7200024691",202001,"T",41.43
"3087","D155","7200024691",202002,"C",114.67
"3088","D155","7200024691",202002,"T",180.47
"3089","D155","7200024696",202001,"C",127.52
"3090","D155","7200024696",202002,"C",58.62
"3091","D155","7200024696",202002,"T",241.46
"3092","D155","7200024696",202003,"C",55.73
"3093","D155","7200024696",202003,"T",202.75
"3094","D155","7200024697",202001,"T",134.53
"3095","D155","7200024697",202002,"T",80
"3096","D155","7200024697",202003,"C",46.28
"3097","D155","7200024697",202003,"T",149.15
"3098","D155","7200024699",202001,"C",253.6
"3099","D155","7200024699",202001,"T",157.07
"3100","D155","7200024699",202002,"C",99.67
"3101","D155","7200024699",202002,"T",294.98
"3102","D155","7200024699",202003,"C",412.52
"3103","D155","7200024700",202001,"C",341.24
"3104","D155","7200024700",202001,"T",139.61
"3105","D155","7200024700",202002,"T",275.2
"3106","D155","7200024700",202003,"C",337.53
"3107","D155","7200024702",202001,"T",148.17
"3108","D155","7200024702",202002,"T",365.25
"3109","D155","7200024702",202003,"C",165.29
"3110","D155","7200024702",202003,"T",89.76
"3111","D155","7200024705",202001,"C",40.79
"3112","D155","7200024705",202002,"C",111.24
"3113","D155","7200024705",202003,"T",62.76
"3114","D155","7200024706",202001,"C",186.13
"3115","D155","7200024706",202001,"T",192.24
"3116","D155","7200024706",202002,"C",216.35
"3117","D155","7200024706",202002,"T",145.63
"3118","D155","7200024706",202003,"C",217.67
"3119","D155","7200024706",202003,"T",604.71
"3120","D155","7200024710",202001,"C",88.28
"3121","D155","7200024710",202001,"T",50.52
"3122","D155","7200024710",202002,"C",61.89
"3123","D155","7200024710",202002,"T",79.55
"3124","D155","7200024710",202003,"C",60.22
"3125","D155","7200024710",202003,"T",54.66
"3126","D155","7200024712",202001,"C",172.22
"3127","D155","7200024712",202001,"T",55.67
"3128","D155","7200024712",202002,"C",105.34
"3129","D155","7200024712",202002,"T",120.21
"3130","D155","7200024712",202003,"C",166.55
"3131","D155","7200024712",202003,"T",165.04
"3132","D155","7200024714",202001,"C",153.47
"3133","D155","7200024714",202001,"T",347.77
"3134","D155","7200024714",202002,"C",163.26
"3135","D155","7200024714",202002,"T",446.35
"3136","D155","7200024714",202003,"C",363.52
"3137","D155","7200024714",202003,"T",428.11
"3138","D155","7200024715",202001,"C",42.37
"3139","D155","7200024715",202001,"T",41.17
"3140","D155","7200024715",202002,"C",55.81
"3141","D155","7200024715",202002,"T",52.7
"3142","D155","7200024715",202003,"C",44.32
"3143","D155","7200024716",202001,"T",316.29
"3144","D155","7200024716",202002,"T",347.55
"3145","D155","7200024716",202003,"C",202.35
"3146","D155","7200024716",202003,"T",617.83
"3147","D155","7200024717",202001,"C",59.5
"3148","D155","7200024717",202002,"C",67.64
"3149","D155","7200024717",202002,"T",85.5
"3150","D155","7200024717",202003,"C",50.78
"3151","D155","7200024717",202003,"T",85.29
"3152","D155","7200024718",202001,"C",401.92
"3153","D155","7200024718",202001,"T",647.46
"3154","D155","7200024718",202002,"C",359.25
"3155","D155","7200024718",202002,"T",484.08
"3156","D155","7200024718",202003,"C",968.33
"3157","D155","7200024718",202003,"T",268.48
"3158","D155","7200024720",202001,"C",144.99
"3159","D155","7200024720",202001,"T",365.11
"3160","D155","7200024720",202002,"C",127.89
"3161","D155","7200024720",202002,"T",236.25
"3162","D155","7200024720",202003,"C",292
"3163","D155","7200024720",202003,"T",389.31
"3164","D155","7200024721",202001,"T",197.36
"3165","D155","7200024721",202002,"C",40.9
"3166","D155","7200024721",202002,"T",66.71
"3167","D155","7200024724",202001,"T",101.82
"3168","D155","7200024724",202002,"T",206.21
"3169","D155","7200024724",202003,"C",100.3
"3170","D155","7200024724",202003,"T",194.48
"3171","D155","7200024726",202001,"C",45.98
"3172","D155","7200024726",202001,"T",99.83
"3173","D155","7200024726",202002,"C",66.95
"3174","D155","7200024726",202002,"T",82.86
"3175","D155","7200024726",202003,"C",84.12
"3176","D155","7200024726",202003,"T",41.1
"3177","D155","7200024727",202001,"C",112.86
"3178","D155","7200024727",202001,"T",45.43
"3179","D155","7200024727",202002,"C",100.94
"3180","D155","7200024727",202003,"C",165.16
"3181","D155","7200024727",202003,"T",101.06
"3182","D155","7200024728",202001,"C",65.58
"3183","D155","7200024728",202002,"C",116.92
"3184","D155","7200024728",202002,"T",68.86
"3185","D155","7200024728",202003,"C",221.83
"3186","D155","7200024729",202001,"C",147.32
"3187","D155","7200024729",202001,"T",347.07
"3188","D155","7200024729",202002,"C",58.96
"3189","D155","7200024729",202002,"T",518.41
"3190","D155","7200024729",202003,"C",360.3
"3191","D155","7200024729",202003,"T",591.88
"3192","D155","7200024731",202001,"C",204.65
"3193","D155","7200024731",202001,"T",637.86
"3194","D155","7200024731",202002,"C",44.56
"3195","D155","7200024731",202002,"T",544.38
"3196","D155","7200024731",202003,"C",94.99
"3197","D155","7200024731",202003,"T",754.75
"3198","D155","7200024732",202001,"C",140.23
"3199","D155","7200024732",202001,"T",234.96
"3200","D155","7200024732",202002,"T",286.28
"3201","D155","7200024732",202003,"T",257.35
"3202","D155","7200024734",202001,"C",55.5
"3203","D155","7200024734",202001,"T",408.21
"3204","D155","7200024734",202002,"C",98.27
"3205","D155","7200024734",202002,"T",440.29
"3206","D155","7200024734",202003,"C",70.28
"3207","D155","7200024734",202003,"T",902.03
"3208","D155","7200024735",202001,"T",228.95
"3209","D155","7200024735",202002,"T",181.9
"3210","D155","7200024735",202003,"T",157.51
"3211","D155","7200024739",202001,"C",662.32
"3212","D155","7200024739",202002,"C",334.79
"3213","D155","7200024739",202003,"C",621.17
"3214","D155","7200024739",202003,"T",237.83
"3215","D155","7200024742",202001,"C",86.75
"3216","D155","7200024742",202001,"T",566.83
"3217","D155","7200024742",202002,"C",391.37
"3218","D155","7200024742",202002,"T",324.24
"3219","D155","7200024742",202003,"T",838.2
"3220","D155","7200024743",202001,"C",225.93
"3221","D155","7200024743",202001,"T",230.02
"3222","D155","7200024743",202002,"C",379.6
"3223","D155","7200024743",202002,"T",118.3
"3224","D155","7200024743",202003,"C",45.06
"3225","D155","7200024743",202003,"T",628.29
"3226","D155","7200024744",202001,"C",941.99
"3227","D155","7200024744",202002,"C",412.99
"3228","D155","7200024744",202002,"T",589.08
"3229","D155","7200024744",202003,"C",627.77
"3230","D155","7200024744",202003,"T",1783.14
"3231","D155","7200024746",202001,"C",223.65
"3232","D155","7200024746",202001,"T",449.84
"3233","D155","7200024746",202002,"C",132.17
"3234","D155","7200024746",202002,"T",423.92
"3235","D155","7200024746",202003,"C",87.41
"3236","D155","7200024746",202003,"T",643.4
"3237","D155","7200024748",202001,"C",355.03
"3238","D155","7200024748",202002,"C",268.43
"3239","D155","7200024748",202003,"T",305.89
"3240","D155","7200024749",202001,"T",85.88
"3241","D155","7200024749",202002,"T",113.4
"3242","D155","7200024749",202003,"C",88.86
"3243","D155","7200024749",202003,"T",224.31
"3244","D155","7200024751",202001,"C",45.83
"3245","D155","7200024751",202001,"T",175.46
"3246","D155","7200024751",202002,"C",127.64
"3247","D155","7200024751",202003,"C",108.1
"3248","D155","7200024751",202003,"T",78.38
"3249","D155","7200024752",202001,"C",40.19
"3250","D155","7200024752",202002,"T",43.35
"3251","D155","7200024752",202003,"C",234.58
"3252","D155","7200024752",202003,"T",185.39
"3253","D155","7200024754",202001,"T",196.44
"3254","D155","7200024754",202002,"T",125.94
"3255","D155","7200024754",202003,"C",186.11
"3256","D155","7200024754",202003,"T",173.02
"3257","D155","7200024755",202001,"C",40.1
"3258","D155","7200024755",202001,"T",50.97
"3259","D155","7200024755",202002,"C",69.35
"3260","D155","7200024755",202003,"C",42.15
"3261","D155","7200024755",202003,"T",45.69
"3262","D155","7200024756",202001,"C",116.81
"3263","D155","7200024756",202001,"T",240.94
"3264","D155","7200024756",202002,"C",223.24
"3265","D155","7200024756",202002,"T",56.09
"3266","D155","7200024756",202003,"C",348.66
"3267","D155","7200024756",202003,"T",209.85
"3268","D155","7200024757",202001,"C",77.21
"3269","D155","7200024757",202001,"T",214.51
"3270","D155","7200024757",202002,"C",199.84
"3271","D155","7200024757",202002,"T",167.82
"3272","D155","7200024757",202003,"C",149.55
"3273","D155","7200024757",202003,"T",337.06
"3274","D155","7200024758",202001,"C",94.73
"3275","D155","7200024758",202001,"T",309.56
"3276","D155","7200024758",202002,"T",397.33
"3277","D155","7200024758",202003,"C",211.93
"3278","D155","7200024758",202003,"T",385.11
"3279","D155","7200024759",202001,"C",70.08
"3280","D155","7200024759",202001,"T",198.54
"3281","D155","7200024759",202002,"C",40.81
"3282","D155","7200024759",202003,"C",291.38
"3283","D155","7200024759",202003,"T",147.5
"3284","D155","7200024761",202001,"C",30.82
"3285","D155","7200024761",202002,"T",58.66
"3286","D155","7200024762",202001,"C",258.29
"3287","D155","7200024762",202001,"T",361.52
"3288","D155","7200024762",202002,"C",260.04
"3289","D155","7200024762",202002,"T",138.04
"3290","D155","7200024762",202003,"C",1045.94
"3291","D155","7200024762",202003,"T",324.66
"3292","D155","7200024764",202001,"C",1510.75
"3293","D155","7200024764",202001,"T",929.89
"3294","D155","7200024764",202002,"C",1340.8
"3295","D155","7200024764",202002,"T",761.55
"3296","D155","7200024764",202003,"C",2287.47
"3297","D155","7200024764",202003,"T",1626.44
"3298","D155","7200024765",202001,"C",244.26
"3299","D155","7200024765",202001,"T",328.71
"3300","D155","7200024765",202002,"T",429.14
"3301","D155","7200024765",202003,"C",564.62
"3302","D155","7200024765",202003,"T",1057.48
"3303","D155","7200024766",202001,"C",40.08
"3304","D155","7200024766",202002,"T",57.48
"3305","D155","7200024767",202002,"C",40.81
"3306","D155","7200024767",202003,"C",99.18
"3307","D155","7200024768",202001,"C",201.97
"3308","D155","7200024768",202002,"C",233.9
"3309","D155","7200024768",202003,"C",151.66
"3310","D155","7200024770",202001,"C",98.78
"3311","D155","7200024770",202001,"T",99.67
"3312","D155","7200024770",202002,"T",116.93
"3313","D155","7200024770",202003,"T",102.19
"3314","D155","7200024772",202001,"C",257.15
"3315","D155","7200024772",202002,"C",257.1
"3316","D155","7200024772",202002,"T",371.14
"3317","D155","7200024772",202003,"C",374.35
"3318","D155","7200024772",202003,"T",448.84
"3319","D155","7200024773",202001,"C",49.24
"3320","D155","7200024773",202002,"C",98.7
"3321","D155","7200024773",202003,"C",83.49
"3322","D155","7200024775",202001,"T",47.03
"3323","D155","7200024775",202002,"T",247.73
"3324","D155","7200024775",202003,"C",72.24
"3325","D155","7200024775",202003,"T",131.52
"3326","D155","7200024777",202001,"T",451.19
"3327","D155","7200024777",202002,"T",135.09
"3328","D155","7200024777",202003,"T",507.38
"3329","D155","7200024778",202001,"C",68.87
"3330","D155","7200024778",202001,"T",141.97
"3331","D155","7200024778",202002,"C",211.25
"3332","D155","7200024778",202003,"C",59.06
"3333","D155","7200024779",202001,"T",450.29
"3334","D155","7200024779",202002,"T",382.46
"3335","D155","7200024779",202003,"T",1200.91
"3336","D155","7200024780",202001,"T",98.85
"3337","D155","7200024780",202003,"C",96.8
"3338","D155","7200024780",202003,"T",334.17
"3339","D155","7200024781",202001,"T",146.88
"3340","D155","7200024781",202002,"C",51.28
"3341","D155","7200024781",202002,"T",201.96
"3342","D155","7200024781",202003,"C",444.71
"3343","D155","7200024781",202003,"T",228.6
"3344","D155","7200024782",202003,"T",244.86
"3345","D155","7200024783",202001,"T",795.78
"3346","D155","7200024783",202002,"C",275.89
"3347","D155","7200024783",202002,"T",136.46
"3348","D155","7200024783",202003,"C",149.75
"3349","D155","7200024783",202003,"T",802.21
"3350","D155","7200024786",202001,"T",115.52
"3351","D155","7200024786",202002,"C",128.16
"3352","D155","7200024787",202001,"T",394.3
"3353","D155","7200024787",202002,"T",270.76
"3354","D155","7200024787",202003,"C",493.25
"3355","D155","7200024788",202001,"C",296.69
"3356","D155","7200024788",202001,"T",85.13
"3357","D155","7200024788",202002,"C",141.64
"3358","D155","7200024788",202002,"T",388.37
"3359","D155","7200024788",202003,"C",124.92
"3360","D155","7200024788",202003,"T",816.82
"3361","D155","7200024790",202001,"T",43.14
"3362","D155","7200024790",202002,"T",45.71
"3363","D155","7200024791",202001,"C",177.5
"3364","D155","7200024791",202002,"C",44.68
"3365","D155","7200024791",202003,"C",69.62
"3366","D155","7200024795",202001,"C",412.03
"3367","D155","7200024795",202001,"T",233.49
"3368","D155","7200024795",202002,"C",645.42
"3369","D155","7200024795",202003,"C",1175.3
"3370","D155","7200024800",202001,"T",242.58
"3371","D155","7200024800",202002,"T",466.49
"3372","D155","7200024800",202003,"C",48.29
"3373","D155","7200024800",202003,"T",161.71
"3374","D155","7200024802",202001,"C",169.46
"3375","D155","7200024802",202001,"T",45.15
"3376","D155","7200024802",202002,"T",41
"3377","D155","7200024802",202003,"C",42.93
"3378","D155","7200024804",202001,"T",94.25
"3379","D155","7200024804",202002,"C",45.89
"3380","D155","7200024804",202002,"T",82.26
"3381","D155","7200024805",202001,"T",133.79
"3382","D155","7200024805",202002,"T",100.88
"3383","D155","7200024805",202003,"C",103.13
"3384","D155","7200024805",202003,"T",301.25
"3385","D155","7200024808",202001,"T",99.75
"3386","D155","7200024808",202002,"C",75.24
"3387","D155","7200024808",202002,"T",256.75
"3388","D155","7200024808",202003,"C",147.81
"3389","D155","7200024808",202003,"T",387.32
"3390","D155","7200024809",202001,"C",30.82
"3391","D155","7200024809",202002,"C",41.38
"3392","D155","7200024809",202002,"T",122.42
"3393","D155","7200024809",202003,"T",46.22
"3394","D155","7200024810",202001,"C",159.79
"3395","D155","7200024810",202001,"T",471.22
"3396","D155","7200024810",202002,"C",232.75
"3397","D155","7200024810",202002,"T",504.22
"3398","D155","7200024810",202003,"C",619.52
"3399","D155","7200024810",202003,"T",986.73
"3400","D155","7200024818",202001,"T",99.9
"3401","D155","7200024818",202002,"C",84.16
"3402","D155","7200024818",202002,"T",44.76
"3403","D155","7200024818",202003,"C",55.1
"3404","D155","7200024818",202003,"T",83.39
"3405","D155","7200024819",202001,"T",245.72
"3406","D155","7200024819",202002,"T",174.54
"3407","D155","7200024819",202003,"C",44.39
"3408","D155","7200024819",202003,"T",252.1
"3409","D155","7200024820",202001,"T",291.27
"3410","D155","7200024820",202002,"T",347.78
"3411","D155","7200024820",202003,"T",418.02
"3412","D155","7200024821",202001,"C",41.57
"3413","D155","7200024821",202001,"T",40.47
"3414","D155","7200024826",202001,"C",98.4
"3415","D155","7200024826",202001,"T",325.32
"3416","D155","7200024826",202002,"T",278.36
"3417","D155","7200024826",202003,"T",405.29
"3418","D155","7200024828",202001,"T",262.46
"3419","D155","7200024828",202002,"T",168.59
"3420","D155","7200024828",202003,"C",46.22
"3421","D155","7200024828",202003,"T",174.82
"3422","D155","7200024829",202001,"C",66.78
"3423","D155","7200024829",202001,"T",360.1
"3424","D155","7200024829",202002,"T",380.41
"3425","D155","7200024829",202003,"C",235.83
"3426","D155","7200024829",202003,"T",224.33
"3427","D155","7200024830",202001,"T",195.67
"3428","D155","7200024830",202002,"C",155.94
"3429","D155","7200024830",202002,"T",93.25
"3430","D155","7200024830",202003,"T",432.39
"3431","D155","7200024832",202001,"T",88.99
"3432","D155","7200024832",202002,"T",90.41
"3433","D155","7200024832",202003,"T",69.92
"3434","D155","7200024833",202001,"C",99.18
"3435","D155","7200024833",202001,"T",63.41
"3436","D155","7200024833",202002,"C",48.24
"3437","D155","7200024833",202002,"T",107.17
"3438","D155","7200024833",202003,"C",90.55
"3439","D155","7200024833",202003,"T",133.64
"3440","D155","7200024834",202001,"C",83.32
"3441","D155","7200024834",202002,"T",109.55
"3442","D155","7200024834",202003,"C",89.24
"3443","D155","7200024835",202001,"C",61.84
"3444","D155","7200024835",202001,"T",58.02
"3445","D155","7200024835",202002,"T",356.57
"3446","D155","7200024835",202003,"T",142.28
"3447","D155","7200024836",202001,"C",353.23
"3448","D155","7200024836",202001,"T",317.11
"3449","D155","7200024836",202002,"C",504.79
"3450","D155","7200024836",202002,"T",588.84
"3451","D155","7200024836",202003,"C",796.59
"3452","D155","7200024836",202003,"T",215.78
"3453","D155","7200024837",202001,"C",134.26
"3454","D155","7200024837",202001,"T",318.1
"3455","D155","7200024837",202002,"C",96.27
"3456","D155","7200024837",202002,"T",420.05
"3457","D155","7200024837",202003,"C",340.45
"3458","D155","7200024837",202003,"T",819.97
"3459","D155","7200024838",202001,"C",40.26
"3460","D155","7200024838",202001,"T",86.12
"3461","D155","7200024838",202002,"T",59.81
"3462","D155","7200024838",202003,"C",54.22
"3463","D155","7200024838",202003,"T",146.95
"3464","D155","7200024839",202001,"C",47.34
"3465","D155","7200024839",202001,"T",75.43
"3466","D155","7200024839",202002,"C",102.47
"3467","D155","7200024839",202003,"C",42.33
"3468","D155","7200024840",202001,"C",258.11
"3469","D155","7200024840",202001,"T",78.71
"3470","D155","7200024840",202002,"C",68.72
"3471","D155","7200024840",202002,"T",163.29
"3472","D155","7200024840",202003,"T",436.64
"3473","D155","7200024841",202001,"C",1316.62
"3474","D155","7200024841",202002,"C",832.57
"3475","D155","7200024841",202002,"T",283.17
"3476","D155","7200024841",202003,"C",1132.35
"3477","D155","7200024841",202003,"T",972.74
"3478","D155","7200024843",202001,"T",188.78
"3479","D155","7200024843",202002,"C",194.61
"3480","D155","7200024843",202002,"T",119.36
"3481","D155","7200024845",202001,"C",81.38
"3482","D155","7200024845",202001,"T",48.79
"3483","D155","7200024845",202002,"C",43.12
"3484","D155","7200024846",202001,"C",827.67
"3485","D155","7200024846",202001,"T",667.11
"3486","D155","7200024846",202002,"C",655.26
"3487","D155","7200024846",202002,"T",542.27
"3488","D155","7200024846",202003,"C",1103.48
"3489","D155","7200024846",202003,"T",652.73
"3490","D155","7200024847",202001,"C",279.12
"3491","D155","7200024847",202001,"T",420.66
"3492","D155","7200024847",202002,"C",166.76
"3493","D155","7200024847",202002,"T",347.45
"3494","D155","7200024847",202003,"C",413.53
"3495","D155","7200024847",202003,"T",504.88
"3496","D155","7200024849",202001,"C",106.79
"3497","D155","7200024849",202002,"C",53.58
"3498","D155","7200024849",202002,"T",79.82
"3499","D155","7200024849",202003,"C",40.82
"3500","D155","7200024849",202003,"T",42.24
"3501","D155","7200024850",202001,"T",1093.64
"3502","D155","7200024850",202002,"C",982.42
"3503","D155","7200024850",202002,"T",459.22
"3504","D155","7200024850",202003,"C",237.2
"3505","D155","7200024850",202003,"T",417.02
"3506","D155","7200024859",202001,"C",195.34
"3507","D155","7200024859",202002,"T",45.11
"3508","D155","7200024859",202003,"T",135.89
"3509","D155","7200024860",202001,"C",323.49
"3510","D155","7200024860",202001,"T",313.53
"3511","D155","7200024860",202002,"T",247.98
"3512","D155","7200024860",202003,"C",189.65
"3513","D155","7200024860",202003,"T",213.21
"3514","D155","7200024864",202001,"T",165.67
"3515","D155","7200024864",202002,"C",40.66
"3516","D155","7200024864",202002,"T",301.27
"3517","D155","7200024864",202003,"C",125.84
"3518","D155","7200024864",202003,"T",394.04
"3519","D155","7200024868",202001,"T",459.98
"3520","D155","7200024868",202002,"T",196.95
"3521","D155","7200024868",202003,"T",362.78
"3522","D155","7200024872",202001,"T",329.42
"3523","D155","7200024872",202002,"T",315.4
"3524","D155","7200024872",202003,"T",689.39
"3525","D155","7200024878",202001,"C",500.28
"3526","D155","7200024878",202002,"C",174.6
"3527","D155","7200024878",202002,"T",403.22
"3528","D155","7200024878",202003,"C",245.92
"3529","D155","7200024878",202003,"T",122.22
"3530","D155","7200024882",202001,"C",1149.81
"3531","D155","7200024882",202001,"T",174.32
"3532","D155","7200024882",202002,"C",568.64
"3533","D155","7200024882",202002,"T",754.43
"3534","D155","7200024882",202003,"C",461.88
"3535","D155","7200024882",202003,"T",701.73
"3536","D155","7200024884",202001,"C",145.97
"3537","D155","7200024884",202001,"T",57.14
"3538","D155","7200024884",202002,"C",178.01
"3539","D155","7200024884",202003,"C",284.39
"3540","D155","7200024884",202003,"T",191.95
"3541","D155","7200024886",202001,"T",701.24
"3542","D155","7200024886",202002,"T",858.04
"3543","D155","7200024886",202003,"T",755.18
"3544","D155","7200024888",202001,"T",399.16
"3545","D155","7200024888",202002,"T",756.26
"3546","D155","7200024888",202003,"T",2155.51
"3547","D155","7200024896",202001,"C",857.34
"3548","D155","7200024896",202001,"T",1780.66
"3549","D155","7200024896",202002,"C",299.81
"3550","D155","7200024896",202002,"T",6587.87
"3551","D155","7200024896",202003,"C",19027.91
"3552","D155","7200024896",202003,"T",2121.98
"3553","D155","7200024898",202001,"T",92.86
"3554","D155","7200024898",202002,"C",43.49
"3555","D155","7200024898",202002,"T",63.58
"3556","D155","7200024898",202003,"C",58.61
"3557","D155","7200024898",202003,"T",71.9
"3558","D155","7200024899",202001,"C",84.83
"3559","D155","7200024899",202001,"T",219.29
"3560","D155","7200024899",202002,"C",51.67
"3561","D155","7200024899",202002,"T",220.41
"3562","D155","7200024899",202003,"C",129.52
"3563","D155","7200024899",202003,"T",2360.19
"3564","D155","7200024913",202001,"T",136.83
"3565","D155","7200024913",202002,"T",440.23
"3566","D155","7200024913",202003,"C",92.53
"3567","D155","7200024913",202003,"T",470.51
"3568","D155","7200024916",202001,"C",140.16
"3569","D155","7200024916",202002,"C",239.68
"3570","D155","7200024916",202003,"C",302.69
"3571","D155","7200024916",202003,"T",269.42
"3572","D155","7200024918",202001,"T",86.24
"3573","D155","7200024918",202002,"T",118.56
"3574","D155","7200024918",202003,"T",132.54
"3575","D155","7200024919",202001,"C",56.37
"3576","D155","7200024919",202001,"T",59.34
"3577","D155","7200024919",202002,"T",98.03
"3578","D155","7200024919",202003,"C",81.08
"3579","D155","7200024919",202003,"T",95.44
"3580","D155","7200024920",202001,"T",49.06
"3581","D155","7200024920",202002,"T",93.45
"3582","D155","7200024920",202003,"C",43.98
"3583","D155","7200024920",202003,"T",71.34
"3584","D155","7200024927",202001,"C",50.4
"3585","D155","7200024927",202002,"C",46.06
"3586","D155","7200024929",202001,"C",88.6
"3587","D155","7200024929",202002,"C",87.98
"3588","D155","7200024929",202002,"T",220.12
"3589","D155","7200024929",202003,"T",46.34
"3590","D155","7200024930",202001,"T",124.23
"3591","D155","7200024932",202001,"T",42.6
"3592","D155","7200024932",202002,"C",43.75
"3593","D155","7200024932",202002,"T",45.42
"3594","D155","7200024932",202003,"C",109.34
"3595","D155","7200024932",202003,"T",70.3
"3596","D155","7200024935",202001,"C",148.17
"3597","D155","7200024935",202001,"T",86.14
"3598","D155","7200024935",202002,"T",265.18
"3599","D155","7200024935",202003,"C",101.36
"3600","D155","7200024935",202003,"T",138.72
"3601","D155","7200024937",202002,"C",50.36
"3602","D155","7200024937",202003,"C",102.45
"3603","D155","7200024938",202001,"C",76.39
"3604","D155","7200024938",202001,"T",91.95
"3605","D155","7200024938",202002,"C",45.53
"3606","D155","7200024938",202002,"T",122.58
"3607","D155","7200024938",202003,"C",105.69
"3608","D155","7200024938",202003,"T",199.45
"3609","D155","7200024939",202001,"C",61.96
"3610","D155","7200024939",202001,"T",515.59
"3611","D155","7200024939",202002,"T",203.57
"3612","D155","7200024939",202003,"C",97.06
"3613","D155","7200024939",202003,"T",324.39
"3614","D155","7200024941",202001,"C",106.64
"3615","D155","7200024941",202001,"T",276.23
"3616","D155","7200024941",202002,"T",392.79
"3617","D155","7200024941",202003,"C",91
"3618","D155","7200024941",202003,"T",173.4
"3619","D155","7200024942",202001,"T",494
"3620","D155","7200024942",202002,"T",321.56
"3621","D155","7200024942",202003,"T",743.95
"3622","D155","7200024946",202001,"C",181.8
"3623","D155","7200024946",202003,"C",377.22
"3624","D155","7200024946",202003,"T",175.96
"3625","D155","7200024947",202001,"C",42.34
"3626","D155","7200024947",202002,"C",47.42
"3627","D155","7200024947",202003,"C",44.87
"3628","D155","7200024950",202001,"C",53.36
"3629","D155","7200024950",202001,"T",163.92
"3630","D155","7200024950",202002,"T",288.08
"3631","D155","7200024950",202003,"T",210.16
"3632","D155","7200024957",202001,"T",240.7
"3633","D155","7200024957",202002,"T",129.82
"3634","D155","7200024957",202003,"T",101.51
"3635","D155","7200024960",202001,"C",104.8
"3636","D155","7200024960",202001,"T",520.37
"3637","D155","7200024960",202002,"T",440.16
"3638","D155","7200024960",202003,"C",288.01
"3639","D155","7200024960",202003,"T",154.81
"3640","D155","7200024961",202001,"C",111.6
"3641","D155","7200024961",202001,"T",98.71
"3642","D155","7200024961",202002,"T",65.52
"3643","D155","7200024961",202003,"C",99.83
"3644","D155","7200024963",202001,"T",105.19
"3645","D155","7200024963",202002,"T",127.15
"3646","D155","7200024963",202003,"T",106.56
"3647","D155","7200024968",202001,"T",712.25
"3648","D155","7200024968",202002,"T",664.69
"3649","D155","7200024968",202003,"C",1014.56
"3650","D155","7200024968",202003,"T",923
"3651","D155","7200024971",202001,"T",97.5
"3652","D155","7200024971",202002,"T",153.63
"3653","D155","7200024971",202003,"T",183.47
"3654","D155","7200024980",202001,"C",52.01
"3655","D155","7200024980",202001,"T",175.73
"3656","D155","7200024980",202002,"T",226.27
"3657","D155","7200024980",202003,"C",131.89
"3658","D155","7200024980",202003,"T",163.13
"3659","D155","7200024983",202001,"C",126.68
"3660","D155","7200024983",202001,"T",308.86
"3661","D155","7200024983",202002,"C",121.33
"3662","D155","7200024983",202002,"T",269.54
"3663","D155","7200024983",202003,"C",443.62
"3664","D155","7200024983",202003,"T",494.8
"3665","D155","7200024984",202001,"T",180.89
"3666","D155","7200024984",202002,"C",40.29
"3667","D155","7200024984",202002,"T",114.69
"3668","D155","7200024984",202003,"C",81.22
"3669","D155","7200024984",202003,"T",89.18
"3670","D155","7200024985",202002,"T",42.93
"3671","D155","7200024985",202003,"T",45.74
"3672","D155","7200024987",202001,"C",89.7
"3673","D155","7200024987",202003,"C",45.38
"3674","D155","7200024989",202001,"C",153.08
"3675","D155","7200024989",202001,"T",272.48
"3676","D155","7200024989",202002,"C",79.06
"3677","D155","7200024989",202002,"T",187.09
"3678","D155","7200024989",202003,"C",112.2
"3679","D155","7200024989",202003,"T",293.7
"3680","D155","7200024991",202001,"C",48.02
"3681","D155","7200024991",202001,"T",41.6
"3682","D155","7200024991",202002,"T",104.74
"3683","D155","7200024991",202003,"C",87.23
"3684","D155","7200024991",202003,"T",42.41
"3685","D155","7200024993",202001,"C",45.06
"3686","D155","7200024993",202002,"T",216.05
"3687","D155","7200024993",202003,"T",160.83
"3688","D155","7200024994",202001,"C",332.31
"3689","D155","7200024994",202001,"T",240.97
"3690","D155","7200024994",202002,"T",385.26
"3691","D155","7200024994",202003,"T",464.78
"3692","D155","7200025000",202001,"C",1039.4
"3693","D155","7200025000",202001,"T",940.41
"3694","D155","7200025000",202002,"C",2380.12
"3695","D155","7200025000",202002,"T",332.5
"3696","D155","7200025000",202003,"C",3302.97
"3697","D155","7200025000",202003,"T",1276.05
"3698","D155","7200025001",202001,"C",1181.34
"3699","D155","7200025001",202001,"T",1520.89
"3700","D155","7200025001",202002,"C",967.23
"3701","D155","7200025001",202002,"T",2592.57
"3702","D155","7200025001",202003,"C",910.5
"3703","D155","7200025001",202003,"T",1895.44
"3704","D155","7200025003",202003,"C",101.31
"3705","D155","7200025004",202001,"T",379.02
"3706","D155","7200025004",202002,"T",98.76
"3707","D155","7200025004",202003,"C",174.04
"3708","D155","7200025004",202003,"T",285.04
"3709","D155","7200025005",202001,"C",454.04
"3710","D155","7200025005",202002,"C",275.38
"3711","D155","7200025005",202003,"C",1117.83
"3712","D155","7200025005",202003,"T",518.14
"3713","D155","7200025006",202001,"C",615.01
"3714","D155","7200025006",202001,"T",590.34
"3715","D155","7200025006",202002,"C",605.91
"3716","D155","7200025006",202002,"T",391.76
"3717","D155","7200025006",202003,"C",554.38
